,Edits,Name,date,url,category
3,169,Socialism,2004-01,https://en.wikipedia.org/wiki/Socialism,"['Socialism', 'Anti-capitalism', 'Anti-fascism', 'Economic ideologies', 'Economic systems', 'Left-wing ideologies', 'Political movements']"
4,164,Cosmotheism,2004-01,https://en.wikipedia.org/wiki/Cosmotheism,['Pantheism']
0,623,John Kerry,2004-02,https://en.wikipedia.org/wiki/John%20Kerry,"['Members of the Council on Foreign Relations', 'John Kerry', '1943 births', 'Living people', '20th-century American politicians', '20th-century American writers', '21st-century American politicians', '21st-century American writers', 'American anti–Vietnam War activists', 'American diplomats', 'United States Navy personnel of the Vietnam War', 'Biden administration personnel', 'Boston College Law School alumni', 'Catholics from Colorado', 'Catholics from Massachusetts', 'Cornell family', 'County district attorneys in Massachusetts', 'Democratic Party (United States) presidential nominees', 'Democratic Party United States senators', 'Forbes family', 'Grand Crosses 1st class of the Order of Merit of the Federal Republic of Germany', ""Grand Officiers of the Légion d'honneur"", 'Kerry family', 'Lieutenant Governors of Massachusetts', 'Massachusetts Democrats', 'Massachusetts lawyers', 'Obama administration cabinet members', 'People from Aurora, Colorado', 'People from Chilmark, Massachusetts', 'Politicians from Boston', 'Military personnel from Colorado', 'Military personnel from Massachusetts', 'Recipients of the Silver Star', 'Skull and Bones Society', ""St. Paul's School (New Hampshire) alumni"", 'United States Navy officers', 'Candidates in the 2004 United States presidential election', 'United States Secretaries of State', 'United States senators from Massachusetts', 'Vietnam War POW/MIA issues', 'Washington, D.C. Democrats', 'Winthrop family', 'Woolsey family', 'Yale University alumni', 'United States Navy reservists', 'People from Georgetown (Washington, D.C.)', 'People from Beacon Hill, Boston', 'Chairmen of the Senate Committee on Foreign Relations', 'People from Millis, Massachusetts', 'People from Waltham, Massachusetts', 'People from Groton, Massachusetts', 'Fessenden School alumni', 'United States Special Envoys', 'Psi Upsilon']"
1,350,Main Page,2004-02,https://en.wikipedia.org/wiki/Main%20Page,['no category']
2,263,Međimurje County,2004-02,https://en.wikipedia.org/wiki/Me%C4%91imurje%20County,"['Međimurje County', 'Counties of Croatia', 'Historical regions in the Kingdom of Hungary']"
3,250,Mid-Levels,2004-02,https://en.wikipedia.org/wiki/Mid-Levels,"['Mid-Levels', 'Central and Western District, Hong Kong', 'Places in Hong Kong', 'Restricted areas of Hong Kong red public minibus', 'Wan Chai District']"
4,238,Gdańsk,2004-02,https://en.wikipedia.org/wiki/Gda%C5%84sk,"['Gdańsk', '980s establishments', 'Populated places established in the 10th century', 'Members of the Hanseatic League', 'City counties of Poland', 'Cities and towns in Pomeranian Voivodeship', 'Port cities and towns of the Baltic Sea', 'Geographical naming disputes', 'Holocaust locations in Poland', 'Nazi war crimes in Poland']"
0,1046,2004 Madrid train bombings,2004-03,https://en.wikipedia.org/wiki/2004%20Madrid%20train%20bombings,"['2004 Madrid train bombings', '2004 in rail transport', '2004 murders in Spain', '2004 in Madrid', '21st-century mass murder in Europe', 'Attacks on buildings and structures in Madrid', 'Attacks on railway stations in Europe', 'Filmed improvised explosive device bombings', 'Improvised explosive device bombings in 2004', 'Improvised explosive device bombings in Madrid', 'Islamic terrorism in Spain', 'Islamic terrorist incidents in 2004', 'March 2004 crimes', 'March 2004 events in Europe', 'Mass murder in 2004', 'Mass murder in Madrid', 'Massacres in Spain', 'Rail transport in the Community of Madrid', 'Train bombings in Europe', 'Terrorist incidents in Europe in 2004', 'Terrorist incidents in Spain in the 2000s']"
1,602,George W. Bush,2004-03,https://en.wikipedia.org/wiki/George%20W.%20Bush,"['George W. Bush', '1946 births', 'Living people', '20th-century American businesspeople', '20th-century American Episcopalians', '20th-century American politicians', '20th-century Methodists', '21st-century American painters', '21st-century American politicians', '21st-century American non-fiction writers', '21st-century Methodists', '21st-century presidents of the United States', '20th-century American people', '21st-century American people', 'Alabama National Guard personnel', 'American biographers', 'American businesspeople in the oil industry', 'American financiers', 'American investors', 'American male painters', '20th-century American memoirists', 'American motivational speakers', 'American political writers', 'American rugby union players', 'American United Methodists', 'Aviators from Connecticut', 'Aviators from Texas', 'American people of Dutch descent', 'Bush family', 'Businesspeople from Connecticut', 'Candidates in the 1978 United States elections', 'Candidates in the 2000 United States presidential election', 'Candidates in the 2004 United States presidential election', 'Children of presidents of the United States', 'Children of vice presidents of the United States', 'Converts to Methodism from Anglicanism', 'Delta Kappa Epsilon', 'Governors of Texas', 'Grand Crosses of the Order of Vytautas the Great', 'Harvard Business School alumni', 'The Kinkaid School alumni', 'Livingston family', 'American male biographers', 'Methodists from Texas', 'National Guard (United States) officers', 'Painters from Connecticut', 'Painters from Texas', 'People associated with the September 11 attacks', 'People from Crawford, Texas', 'People from Midland, Texas', 'Phillips Academy alumni', 'Presidents of the United States', 'Ranchers from Texas', 'Recipients of the Order of the Cross of Terra Mariana, 1st Class', 'Recipients of the Order of the Star of Romania', ""Recipients of St. George's Order of Victory"", 'Republican Party (United States) presidential nominees', 'Republican Party presidents of the United States', 'Republican Party state governors of the United States', 'Rugby union players from Connecticut', 'Schuyler family', 'Skull and Bones Society', 'Sons of the American Revolution', 'Sportspeople from New Haven, Connecticut', 'Sportspeople from Texas', 'Texas National Guard personnel', 'Texas Rangers executives', 'Texas Rangers owners', 'Texas Republicans', 'Time Person of the Year', 'United States Air Force officers', 'Writers from New Haven, Connecticut', 'Writers from Texas', 'Yale University alumni', 'Children of George H. W. Bush']"
2,357,John Kerry,2004-03,https://en.wikipedia.org/wiki/John%20Kerry,"['Members of the Council on Foreign Relations', 'John Kerry', '1943 births', 'Living people', '20th-century American politicians', '20th-century American writers', '21st-century American politicians', '21st-century American writers', 'American anti–Vietnam War activists', 'American diplomats', 'United States Navy personnel of the Vietnam War', 'Biden administration personnel', 'Boston College Law School alumni', 'Catholics from Colorado', 'Catholics from Massachusetts', 'Cornell family', 'County district attorneys in Massachusetts', 'Democratic Party (United States) presidential nominees', 'Democratic Party United States senators', 'Forbes family', 'Grand Crosses 1st class of the Order of Merit of the Federal Republic of Germany', ""Grand Officiers of the Légion d'honneur"", 'Kerry family', 'Lieutenant Governors of Massachusetts', 'Massachusetts Democrats', 'Massachusetts lawyers', 'Obama administration cabinet members', 'People from Aurora, Colorado', 'People from Chilmark, Massachusetts', 'Politicians from Boston', 'Military personnel from Colorado', 'Military personnel from Massachusetts', 'Recipients of the Silver Star', 'Skull and Bones Society', ""St. Paul's School (New Hampshire) alumni"", 'United States Navy officers', 'Candidates in the 2004 United States presidential election', 'United States Secretaries of State', 'United States senators from Massachusetts', 'Vietnam War POW/MIA issues', 'Washington, D.C. Democrats', 'Winthrop family', 'Woolsey family', 'Yale University alumni', 'United States Navy reservists', 'People from Georgetown (Washington, D.C.)', 'People from Beacon Hill, Boston', 'Chairmen of the Senate Committee on Foreign Relations', 'People from Millis, Massachusetts', 'People from Waltham, Massachusetts', 'People from Groton, Massachusetts', 'Fessenden School alumni', 'United States Special Envoys', 'Psi Upsilon']"
3,296,2004 Canadian federal election,2004-03,https://en.wikipedia.org/wiki/2004%20Canadian%20federal%20election,"['2004 Canadian federal election', '2004 elections in Canada', 'June 2004 events in Canada']"
4,243,Anarchism,2004-03,https://en.wikipedia.org/wiki/Anarchism,"['Anarchism', 'Anti-capitalism', 'Anti-fascism', 'Economic ideologies', 'Left-wing politics', 'Libertarian socialism', 'Libertarianism', 'Political culture', 'Political movements', 'Political ideologies', 'Social theories', 'Socialism', 'Far-left politics']"
0,603,Jews,2004-04,https://en.wikipedia.org/wiki/Jews,"['Jews', 'Jews and Judaism', 'Ancient peoples of the Near East', 'Ethnic groups in East Africa', 'Ethnic groups in Europe', 'Ethnic groups in the Middle East', 'Ethnic groups in North Africa', 'Ethnic groups in South Asia', 'Ethno-cultural designations', 'Ethnoreligious groups', 'Israelites', 'Religious identity', 'Semitic-speaking peoples']"
1,549,Hinduism,2004-04,https://en.wikipedia.org/wiki/Hinduism,"['Hinduism', 'Asian ethnic religion', 'Āstika', 'Indian religions', 'Moksha-aligned dharmas', 'Monotheism', 'Polytheism']"
2,342,George W. Bush,2004-04,https://en.wikipedia.org/wiki/George%20W.%20Bush,"['George W. Bush', '1946 births', 'Living people', '20th-century American businesspeople', '20th-century American Episcopalians', '20th-century American politicians', '20th-century Methodists', '21st-century American painters', '21st-century American politicians', '21st-century American non-fiction writers', '21st-century Methodists', '21st-century presidents of the United States', '20th-century American people', '21st-century American people', 'Alabama National Guard personnel', 'American biographers', 'American businesspeople in the oil industry', 'American financiers', 'American investors', 'American male painters', '20th-century American memoirists', 'American motivational speakers', 'American political writers', 'American rugby union players', 'American United Methodists', 'Aviators from Connecticut', 'Aviators from Texas', 'American people of Dutch descent', 'Bush family', 'Businesspeople from Connecticut', 'Candidates in the 1978 United States elections', 'Candidates in the 2000 United States presidential election', 'Candidates in the 2004 United States presidential election', 'Children of presidents of the United States', 'Children of vice presidents of the United States', 'Converts to Methodism from Anglicanism', 'Delta Kappa Epsilon', 'Governors of Texas', 'Grand Crosses of the Order of Vytautas the Great', 'Harvard Business School alumni', 'The Kinkaid School alumni', 'Livingston family', 'American male biographers', 'Methodists from Texas', 'National Guard (United States) officers', 'Painters from Connecticut', 'Painters from Texas', 'People associated with the September 11 attacks', 'People from Crawford, Texas', 'People from Midland, Texas', 'Phillips Academy alumni', 'Presidents of the United States', 'Ranchers from Texas', 'Recipients of the Order of the Cross of Terra Mariana, 1st Class', 'Recipients of the Order of the Star of Romania', ""Recipients of St. George's Order of Victory"", 'Republican Party (United States) presidential nominees', 'Republican Party presidents of the United States', 'Republican Party state governors of the United States', 'Rugby union players from Connecticut', 'Schuyler family', 'Skull and Bones Society', 'Sons of the American Revolution', 'Sportspeople from New Haven, Connecticut', 'Sportspeople from Texas', 'Texas National Guard personnel', 'Texas Rangers executives', 'Texas Rangers owners', 'Texas Republicans', 'Time Person of the Year', 'United States Air Force officers', 'Writers from New Haven, Connecticut', 'Writers from Texas', 'Yale University alumni', 'Children of George H. W. Bush']"
3,288,Lists of Jews,2004-04,https://en.wikipedia.org/wiki/Lists%20of%20Jews,"['Lists of lists of people', 'Lists of Jews']"
4,245,John Kerry,2004-04,https://en.wikipedia.org/wiki/John%20Kerry,"['Members of the Council on Foreign Relations', 'John Kerry', '1943 births', 'Living people', '20th-century American politicians', '20th-century American writers', '21st-century American politicians', '21st-century American writers', 'American anti–Vietnam War activists', 'American diplomats', 'United States Navy personnel of the Vietnam War', 'Biden administration personnel', 'Boston College Law School alumni', 'Catholics from Colorado', 'Catholics from Massachusetts', 'Cornell family', 'County district attorneys in Massachusetts', 'Democratic Party (United States) presidential nominees', 'Democratic Party United States senators', 'Forbes family', 'Grand Crosses 1st class of the Order of Merit of the Federal Republic of Germany', ""Grand Officiers of the Légion d'honneur"", 'Kerry family', 'Lieutenant Governors of Massachusetts', 'Massachusetts Democrats', 'Massachusetts lawyers', 'Obama administration cabinet members', 'People from Aurora, Colorado', 'People from Chilmark, Massachusetts', 'Politicians from Boston', 'Military personnel from Colorado', 'Military personnel from Massachusetts', 'Recipients of the Silver Star', 'Skull and Bones Society', ""St. Paul's School (New Hampshire) alumni"", 'United States Navy officers', 'Candidates in the 2004 United States presidential election', 'United States Secretaries of State', 'United States senators from Massachusetts', 'Vietnam War POW/MIA issues', 'Washington, D.C. Democrats', 'Winthrop family', 'Woolsey family', 'Yale University alumni', 'United States Navy reservists', 'People from Georgetown (Washington, D.C.)', 'People from Beacon Hill, Boston', 'Chairmen of the Senate Committee on Foreign Relations', 'People from Millis, Massachusetts', 'People from Waltham, Massachusetts', 'People from Groton, Massachusetts', 'Fessenden School alumni', 'United States Special Envoys', 'Psi Upsilon']"
0,500,Nick Berg,2004-05,https://en.wikipedia.org/wiki/Nick%20Berg,"['1978 births', '2000s missing person cases', '2004 murders in Iraq', '2004 deaths', 'American construction businesspeople', 'American expatriates in Iraq', 'American people murdered abroad', 'American people taken hostage', 'American terrorism victims', 'Burials in Pennsylvania', 'Cornell University alumni', 'Drexel University alumni', 'Foreign hostages in Iraq', 'Formerly missing people', 'Iraq–United States relations', 'Islamism-related beheadings', 'Kidnapped American people', 'Kidnappings in Iraq', 'Male murder victims', 'Missing person cases in Iraq', 'Murdered American Jews', 'People from Chester County, Pennsylvania', 'People from West Chester, Pennsylvania', 'People murdered in Iraq', 'Terrorism deaths in Iraq', 'Filmed killings']"
1,395,Abu Ghraib prison,2004-05,https://en.wikipedia.org/wiki/Abu%20Ghraib%20prison,"['1950s establishments in Iraq', 'Abu Ghraib torture and prisoner abuse', 'Defunct prisons', 'George W. Bush administration controversies', 'Human rights abuses in Iraq', 'Military prisons', 'Military installations of Iraq', 'Military police of the United States', 'Penal system in Iraq', 'Prisons in Iraq']"
2,392,Birmingham,2004-05,https://en.wikipedia.org/wiki/Birmingham,"['Birmingham, West Midlands', 'Cities in the West Midlands (region)', 'Towns in the West Midlands (county)', 'Metropolitan boroughs of the West Midlands (county)', 'NUTS 3 statistical regions of the United Kingdom', 'Populated places established in the 6th century', '6th-century establishments in England']"
3,308,George W. Bush,2004-05,https://en.wikipedia.org/wiki/George%20W.%20Bush,"['George W. Bush', '1946 births', 'Living people', '20th-century American businesspeople', '20th-century American Episcopalians', '20th-century American politicians', '20th-century Methodists', '21st-century American painters', '21st-century American politicians', '21st-century American non-fiction writers', '21st-century Methodists', '21st-century presidents of the United States', '20th-century American people', '21st-century American people', 'Alabama National Guard personnel', 'American biographers', 'American businesspeople in the oil industry', 'American financiers', 'American investors', 'American male painters', '20th-century American memoirists', 'American motivational speakers', 'American political writers', 'American rugby union players', 'American United Methodists', 'Aviators from Connecticut', 'Aviators from Texas', 'American people of Dutch descent', 'Bush family', 'Businesspeople from Connecticut', 'Candidates in the 1978 United States elections', 'Candidates in the 2000 United States presidential election', 'Candidates in the 2004 United States presidential election', 'Children of presidents of the United States', 'Children of vice presidents of the United States', 'Converts to Methodism from Anglicanism', 'Delta Kappa Epsilon', 'Governors of Texas', 'Grand Crosses of the Order of Vytautas the Great', 'Harvard Business School alumni', 'The Kinkaid School alumni', 'Livingston family', 'American male biographers', 'Methodists from Texas', 'National Guard (United States) officers', 'Painters from Connecticut', 'Painters from Texas', 'People associated with the September 11 attacks', 'People from Crawford, Texas', 'People from Midland, Texas', 'Phillips Academy alumni', 'Presidents of the United States', 'Ranchers from Texas', 'Recipients of the Order of the Cross of Terra Mariana, 1st Class', 'Recipients of the Order of the Star of Romania', ""Recipients of St. George's Order of Victory"", 'Republican Party (United States) presidential nominees', 'Republican Party presidents of the United States', 'Republican Party state governors of the United States', 'Rugby union players from Connecticut', 'Schuyler family', 'Skull and Bones Society', 'Sons of the American Revolution', 'Sportspeople from New Haven, Connecticut', 'Sportspeople from Texas', 'Texas National Guard personnel', 'Texas Rangers executives', 'Texas Rangers owners', 'Texas Republicans', 'Time Person of the Year', 'United States Air Force officers', 'Writers from New Haven, Connecticut', 'Writers from Texas', 'Yale University alumni', 'Children of George H. W. Bush']"
4,257,Augusto Pinochet,2004-05,https://en.wikipedia.org/wiki/Augusto%20Pinochet,"['Augusto Pinochet', '1915 births', '2006 deaths', 'Burials in Chile', '20th-century criminals', '21st-century criminals', 'Candidates for President of Chile', 'Chilean anti-communists', 'Chilean Army generals', 'Chilean memoirists', 'Chilean people of Basque descent', 'Chilean people of Breton descent', 'Chilean people of French descent', 'Chilean Roman Catholics', 'Far-right politics in Chile', 'Heads of state of Chile', 'Leaders who took power by coup', 'Legislators with life tenure', 'Military dictatorship of Chile (1973–1990)', 'Operation Condor', 'Opposition to Fidel Castro', 'People convicted of tax crimes', 'People from Valparaíso', 'Instituto Rafael Ariztía alumni', 'People indicted for crimes against humanity', 'Political corruption', 'Presidents of Chile', 'Recipients of the Order of the Liberator General San Martin', 'Bibliophiles', 'Geopoliticians', 'Chilean politicians convicted of crimes', 'Politicide perpetrators', '20th-century Chilean military personnel', 'People of the Cold War', 'Heads of government who were later imprisoned', '20th-century memoirists', 'Pinochet family', 'Deaths from pulmonary edema', 'Survivors of terrorist attacks', 'University of Chile alumni', 'Deaths from congestive heart failure']"
0,581,Ronald Reagan,2004-06,https://en.wikipedia.org/wiki/Ronald%20Reagan,"['Ronald Reagan', '1911 births', '2004 deaths', '1980s in the United States', '20th-century American male actors', '20th-century American male writers', '20th-century American non-fiction writers', '20th-century American politicians', '20th-century diarists', '20th-century presidents of the United States', 'American Disciples of Christ', 'American Presbyterians', 'American actor-politicians', 'American anti-communists', 'American autobiographers', 'American diarists', 'American male film actors', 'American male non-fiction writers', 'American male television actors', 'American nationalists', 'American people of English descent', 'American people of Irish descent', 'American people of Scottish descent', 'American radio personalities', 'American shooting survivors', 'Burials in Ventura County, California', 'California Republicans', 'Candidates in the 1968 United States presidential election', 'Candidates in the 1976 United States presidential election', 'Candidates in the 1980 United States presidential election', 'Candidates in the 1984 United States presidential election', 'Chicago Cubs announcers', 'Christians from California', 'Christians from Illinois', 'College football announcers', ""College men's swimmers in the United States"", 'Congressional Gold Medal recipients', ""Deaths from Alzheimer's disease"", 'Deaths from dementia in California', 'Deaths from pneumonia in California', 'Eureka College alumni', 'Eureka Red Devils football players', 'Federal Bureau of Investigation informants', 'First Motion Picture Unit personnel', 'General Electric people', 'Golden Globe Award winners', 'Governors of California', 'Grand Crosses 1st class of the Order of Merit of the Federal Republic of Germany', 'Honorary Knights Grand Cross of the Order of the Bath', 'Iran–Contra affair', 'Leaders of American trade unions', 'Lifeguards', 'Major League Baseball broadcasters', 'Male actors from California', 'Male actors from Illinois', 'Military personnel from California', 'Military personnel from Illinois', 'People from Dixon, Illinois', 'People from Greater Los Angeles', 'People from Tampico, Illinois', 'People of the Cold War', 'Presidential Medal of Freedom recipients', 'Presidents of the Screen Actors Guild', 'Presidents of the United States', 'Reagan family', 'Recipients of the Order of the White Eagle (Poland)', 'Republican Party (United States) presidential nominees', 'Republican Party presidents of the United States', 'Republican Party state governors of the United States', 'Television personalities from California', 'Television personalities from Illinois', 'Time Person of the Year', 'United States Army Air Forces officers', 'United States Army Air Forces personnel of World War II', 'United States Army officers', 'Warner Bros. contract players', 'Writers from California', 'Writers from Illinois']"
1,378,Chinatown,2004-06,https://en.wikipedia.org/wiki/Chinatown,"['Chinatowns', 'Chinese culture', 'Chinese diaspora']"
2,331,UEFA Euro 2004,2004-06,https://en.wikipedia.org/wiki/UEFA%20Euro%202004,"['UEFA Euro 2004', 'UEFA European Championship tournaments', '2003–04 in European football', '2003–04 in Portuguese football', 'International association football competitions hosted by Portugal', 'June 2004 sports events in Europe', 'July 2004 sports events in Europe']"
3,328,George W. Bush,2004-06,https://en.wikipedia.org/wiki/George%20W.%20Bush,"['George W. Bush', '1946 births', 'Living people', '20th-century American businesspeople', '20th-century American Episcopalians', '20th-century American politicians', '20th-century Methodists', '21st-century American painters', '21st-century American politicians', '21st-century American non-fiction writers', '21st-century Methodists', '21st-century presidents of the United States', '20th-century American people', '21st-century American people', 'Alabama National Guard personnel', 'American biographers', 'American businesspeople in the oil industry', 'American financiers', 'American investors', 'American male painters', '20th-century American memoirists', 'American motivational speakers', 'American political writers', 'American rugby union players', 'American United Methodists', 'Aviators from Connecticut', 'Aviators from Texas', 'American people of Dutch descent', 'Bush family', 'Businesspeople from Connecticut', 'Candidates in the 1978 United States elections', 'Candidates in the 2000 United States presidential election', 'Candidates in the 2004 United States presidential election', 'Children of presidents of the United States', 'Children of vice presidents of the United States', 'Converts to Methodism from Anglicanism', 'Delta Kappa Epsilon', 'Governors of Texas', 'Grand Crosses of the Order of Vytautas the Great', 'Harvard Business School alumni', 'The Kinkaid School alumni', 'Livingston family', 'American male biographers', 'Methodists from Texas', 'National Guard (United States) officers', 'Painters from Connecticut', 'Painters from Texas', 'People associated with the September 11 attacks', 'People from Crawford, Texas', 'People from Midland, Texas', 'Phillips Academy alumni', 'Presidents of the United States', 'Ranchers from Texas', 'Recipients of the Order of the Cross of Terra Mariana, 1st Class', 'Recipients of the Order of the Star of Romania', ""Recipients of St. George's Order of Victory"", 'Republican Party (United States) presidential nominees', 'Republican Party presidents of the United States', 'Republican Party state governors of the United States', 'Rugby union players from Connecticut', 'Schuyler family', 'Skull and Bones Society', 'Sons of the American Revolution', 'Sportspeople from New Haven, Connecticut', 'Sportspeople from Texas', 'Texas National Guard personnel', 'Texas Rangers executives', 'Texas Rangers owners', 'Texas Republicans', 'Time Person of the Year', 'United States Air Force officers', 'Writers from New Haven, Connecticut', 'Writers from Texas', 'Yale University alumni', 'Children of George H. W. Bush']"
4,315,List of French artists and artistic movements,2004-06,https://en.wikipedia.org/wiki/List%20of%20French%20artists%20and%20artistic%20movements,['French art']
0,676,List of country names in various languages,2004-07,https://en.wikipedia.org/wiki/List%20of%20country%20names%20in%20various%20languages,['Lists of country names in various languages']
1,548,John Kerry,2004-07,https://en.wikipedia.org/wiki/John%20Kerry,"['Members of the Council on Foreign Relations', 'John Kerry', '1943 births', 'Living people', '20th-century American politicians', '20th-century American writers', '21st-century American politicians', '21st-century American writers', 'American anti–Vietnam War activists', 'American diplomats', 'United States Navy personnel of the Vietnam War', 'Biden administration personnel', 'Boston College Law School alumni', 'Catholics from Colorado', 'Catholics from Massachusetts', 'Cornell family', 'County district attorneys in Massachusetts', 'Democratic Party (United States) presidential nominees', 'Democratic Party United States senators', 'Forbes family', 'Grand Crosses 1st class of the Order of Merit of the Federal Republic of Germany', ""Grand Officiers of the Légion d'honneur"", 'Kerry family', 'Lieutenant Governors of Massachusetts', 'Massachusetts Democrats', 'Massachusetts lawyers', 'Obama administration cabinet members', 'People from Aurora, Colorado', 'People from Chilmark, Massachusetts', 'Politicians from Boston', 'Military personnel from Colorado', 'Military personnel from Massachusetts', 'Recipients of the Silver Star', 'Skull and Bones Society', ""St. Paul's School (New Hampshire) alumni"", 'United States Navy officers', 'Candidates in the 2004 United States presidential election', 'United States Secretaries of State', 'United States senators from Massachusetts', 'Vietnam War POW/MIA issues', 'Washington, D.C. Democrats', 'Winthrop family', 'Woolsey family', 'Yale University alumni', 'United States Navy reservists', 'People from Georgetown (Washington, D.C.)', 'People from Beacon Hill, Boston', 'Chairmen of the Senate Committee on Foreign Relations', 'People from Millis, Massachusetts', 'People from Waltham, Massachusetts', 'People from Groton, Massachusetts', 'Fessenden School alumni', 'United States Special Envoys', 'Psi Upsilon']"
2,486,Russian language,2004-07,https://en.wikipedia.org/wiki/Russian%20language,"['Russian language', 'East Slavic languages', 'Soviet culture', 'Languages of Russia', 'Stress-timed languages', 'Subject–verb–object languages', 'Languages written in Cyrillic script']"
3,405,Sexual slang,2004-07,https://en.wikipedia.org/wiki/Sexual%20slang,"['Sexual slang', 'Euphemisms', 'Profanity']"
4,401,List of Texas county name etymologies,2004-07,https://en.wikipedia.org/wiki/List%20of%20Texas%20county%20name%20etymologies,"['Lists of counties of the United States by state', 'Texas counties', 'Texas geography-related lists']"
0,850,John Kerry,2004-08,https://en.wikipedia.org/wiki/John%20Kerry,"['Members of the Council on Foreign Relations', 'John Kerry', '1943 births', 'Living people', '20th-century American politicians', '20th-century American writers', '21st-century American politicians', '21st-century American writers', 'American anti–Vietnam War activists', 'American diplomats', 'United States Navy personnel of the Vietnam War', 'Biden administration personnel', 'Boston College Law School alumni', 'Catholics from Colorado', 'Catholics from Massachusetts', 'Cornell family', 'County district attorneys in Massachusetts', 'Democratic Party (United States) presidential nominees', 'Democratic Party United States senators', 'Forbes family', 'Grand Crosses 1st class of the Order of Merit of the Federal Republic of Germany', ""Grand Officiers of the Légion d'honneur"", 'Kerry family', 'Lieutenant Governors of Massachusetts', 'Massachusetts Democrats', 'Massachusetts lawyers', 'Obama administration cabinet members', 'People from Aurora, Colorado', 'People from Chilmark, Massachusetts', 'Politicians from Boston', 'Military personnel from Colorado', 'Military personnel from Massachusetts', 'Recipients of the Silver Star', 'Skull and Bones Society', ""St. Paul's School (New Hampshire) alumni"", 'United States Navy officers', 'Candidates in the 2004 United States presidential election', 'United States Secretaries of State', 'United States senators from Massachusetts', 'Vietnam War POW/MIA issues', 'Washington, D.C. Democrats', 'Winthrop family', 'Woolsey family', 'Yale University alumni', 'United States Navy reservists', 'People from Georgetown (Washington, D.C.)', 'People from Beacon Hill, Boston', 'Chairmen of the Senate Committee on Foreign Relations', 'People from Millis, Massachusetts', 'People from Waltham, Massachusetts', 'People from Groton, Massachusetts', 'Fessenden School alumni', 'United States Special Envoys', 'Psi Upsilon']"
1,686,Swift Vets and POWs for Truth,2004-08,https://en.wikipedia.org/wiki/Swift%20Vets%20and%20POWs%20for%20Truth,"['Mass media-related controversies in the United States', 'Political organizations based in the United States', 'John Kerry controversies', '2004 United States presidential election', '527 organizations', 'George W. Bush administration controversies', '2004 establishments in the United States', '2008 disestablishments in the United States', 'Organizations disestablished in 2008']"
2,474,Sexual slang,2004-08,https://en.wikipedia.org/wiki/Sexual%20slang,"['Sexual slang', 'Euphemisms', 'Profanity']"
3,389,2004 Atlantic hurricane season,2004-08,https://en.wikipedia.org/wiki/2004%20Atlantic%20hurricane%20season,"['2004 Atlantic hurricane season', 'Atlantic hurricane seasons', 'Tropical cyclones in 2004']"
4,315,2004 Summer Olympics medal table,2004-08,https://en.wikipedia.org/wiki/2004%20Summer%20Olympics%20medal%20table,"['2004 Summer Olympics', 'Summer Olympics medal tables']"
0,683,Hurricane Ivan,2004-09,https://en.wikipedia.org/wiki/Hurricane%20Ivan,"['Hurricane Ivan', 'Retired Atlantic hurricanes', '2004 Atlantic hurricane season', 'Category 5 Atlantic hurricanes', 'Cape Verde hurricanes', 'Hurricanes in the Windward Islands', 'Hurricanes in Cuba', 'Hurricanes in Barbados', 'Hurricanes in Grenada', 'Hurricanes in Trinidad and Tobago', 'Hurricanes in Saint Lucia', 'Hurricanes in Saint Vincent and the Grenadines', 'Hurricanes in Jamaica', 'Hurricanes in the Cayman Islands', 'Hurricanes in Alabama', 'Hurricanes in Florida', '2004 in the Caribbean', '2004 natural disasters', '2004 in the Cayman Islands', '2004 in Grenada', 'Hurricanes in Tennessee', 'Hurricanes in West Virginia', 'Rogue wave incidents', 'F3 tornadoes', 'Hurricanes in the ABC Islands', 'September 2004 events in North America', 'Tropical cyclones in 2004']"
1,639,Sexual slang,2004-09,https://en.wikipedia.org/wiki/Sexual%20slang,"['Sexual slang', 'Euphemisms', 'Profanity']"
