,level_0,index,date,user,change_amt,year,running_count
828,829,5088,2007-04-16 19:42:00,Kaldari,0,2007,7125
829,833,5087,2007-04-16 19:42:00,Jmw0000,0,2007,7125
830,827,5085,2007-04-16 19:42:00,Halo,47,2007,7172
831,826,5084,2007-04-16 19:42:00,AEMoreira042281,-43,2007,7129
832,825,5083,2007-04-16 19:42:00,Deletion Quality,125,2007,7254
833,828,5086,2007-04-16 19:42:00,Kizor,1,2007,7255
834,834,5077,2007-04-16 19:43:00,CieloEstrellado,-52,2007,7203
835,835,5076,2007-04-16 19:43:00,Timothyarnold85,32,2007,7235
836,836,5078,2007-04-16 19:43:00,Jmw0000,-2,2007,7233
837,837,5075,2007-04-16 19:43:00,John Stattic,2,2007,7235
838,838,5080,2007-04-16 19:43:00,Karrmann,20,2007,7255
839,839,5081,2007-04-16 19:43:00,CieloEstrellado,56,2007,7311
840,840,5082,2007-04-16 19:43:00,Jmw0000,0,2007,7311
841,841,5079,2007-04-16 19:43:00,Threeafterthree,-7,2007,7304
842,847,5069,2007-04-16 19:44:00,AEMoreira042281,1,2007,7305
843,846,5070,2007-04-16 19:44:00,Kizor,-32,2007,7273
844,845,5071,2007-04-16 19:44:00,AEMoreira042281,-58,2007,7215
845,843,5073,2007-04-16 19:44:00,Dposse,170,2007,7385
846,842,5074,2007-04-16 19:44:00,Stanley011,38,2007,7423
847,844,5072,2007-04-16 19:44:00,Kizor,87,2007,7510
848,853,5066,2007-04-16 19:45:00,Ens,87,2007,7597
849,848,5063,2007-04-16 19:45:00,Bokbok,23,2007,7620
850,849,5064,2007-04-16 19:45:00,Coemgenus,-169,2007,7451
851,850,5065,2007-04-16 19:45:00,Halo,47,2007,7498
852,851,5067,2007-04-16 19:45:00,Dcandeto,-36,2007,7462
853,852,5068,2007-04-16 19:45:00,Zanimum,68,2007,7530
854,859,5057,2007-04-16 19:46:00,Kaldari,0,2007,7530
855,858,5058,2007-04-16 19:46:00,Smokefan2007,292,2007,7822
856,857,5059,2007-04-16 19:46:00,Dcandeto,2,2007,7824
857,856,5060,2007-04-16 19:46:00,AEMoreira042281,133,2007,7957
858,854,5062,2007-04-16 19:46:00,Wittylama,-67,2007,7890
859,855,5061,2007-04-16 19:46:00,Dposse,-24,2007,7866
860,864,5055,2007-04-16 19:47:00,Dcandeto,0,2007,7866
861,863,5054,2007-04-16 19:47:00,Pmac2322,0,2007,7866
862,865,5053,2007-04-16 19:47:00,Ali'i,0,2007,7866
863,861,5052,2007-04-16 19:47:00,Moncrief,8,2007,7874
864,860,5051,2007-04-16 19:47:00,AEMoreira042281,-18,2007,7856
865,862,5050,2007-04-16 19:47:00,Jmw0000,0,2007,7856
866,869,5046,2007-04-16 19:48:00,Kizor,28,2007,7884
867,868,5047,2007-04-16 19:48:00,Burntsauce,0,2007,7884
868,867,5048,2007-04-16 19:48:00,Flavourdan,-105,2007,7779
869,866,5049,2007-04-16 19:48:00,Moncrief,5,2007,7784
870,870,5041,2007-04-16 19:49:00,Swatjester,201,2007,7985
871,871,5042,2007-04-16 19:49:00,Bokbok,22,2007,8007
872,872,5040,2007-04-16 19:49:00,Yksin,355,2007,8362
873,873,5044,2007-04-16 19:49:00,Kizor,1,2007,8363
874,874,5045,2007-04-16 19:49:00,Kaustuv,4,2007,8367
875,875,5043,2007-04-16 19:49:00,O^O,-8,2007,8359
876,877,5038,2007-04-16 19:50:00,Alangu,-1,2007,8358
877,876,5039,2007-04-16 19:50:00,Bando26,1,2007,8359
878,878,5037,2007-04-16 19:50:00,Donwilson,-1,2007,8358
879,879,5036,2007-04-16 19:50:00,Mithent,-3,2007,8355
880,880,5035,2007-04-16 19:50:00,Jarsonic,1,2007,8356
881,881,5034,2007-04-16 19:50:00,Alangu,-2,2007,8354
882,882,5033,2007-04-16 19:50:00,Alias777,-1,2007,8353
883,889,5032,2007-04-16 19:51:00,RogerWNZ,-9,2007,8344
884,888,5031,2007-04-16 19:51:00,Jarsonic,0,2007,8344
885,890,5029,2007-04-16 19:51:00,Matt Yohe,132,2007,8476
886,887,5030,2007-04-16 19:51:00,UltraNurd,0,2007,8476
887,885,5028,2007-04-16 19:51:00,Dcandeto,0,2007,8476
888,884,5026,2007-04-16 19:51:00,Swatjester,288,2007,8764
889,883,5025,2007-04-16 19:51:00,Jarsonic,2,2007,8766
890,886,5027,2007-04-16 19:51:00,Greensprout,142,2007,8908
891,891,5024,2007-04-16 19:52:00,Dposse,-134,2007,8774
892,892,5023,2007-04-16 19:52:00,Zone46,1,2007,8775
893,893,5022,2007-04-16 19:52:00,Emolotricity,38,2007,8813
894,894,5021,2007-04-16 19:52:00,Wittylama,132,2007,8945
895,895,5020,2007-04-16 19:52:00,Matt Yohe,90,2007,9035
896,896,5019,2007-04-16 19:52:00,O^O,60,2007,9095
897,897,5018,2007-04-16 19:52:00,Dcandeto,-142,2007,8953
898,898,5017,2007-04-16 19:52:00,Jmw0000,0,2007,8953
899,899,5016,2007-04-16 19:52:00,Alangu,-13,2007,8940
900,905,5013,2007-04-16 19:53:00,Dcandeto,0,2007,8940
901,906,5014,2007-04-16 19:53:00,Dposse,58,2007,8998
902,904,5012,2007-04-16 19:53:00,Pmac2322,73,2007,9071
903,907,5011,2007-04-16 19:53:00,ObtuseAngle,1,2007,9072
904,902,5010,2007-04-16 19:53:00,O^O,-19,2007,9053
905,901,5009,2007-04-16 19:53:00,Alangu,4,2007,9057
906,900,5008,2007-04-16 19:53:00,Jarsonic,1,2007,9058
907,903,5015,2007-04-16 19:53:00,Alangu,0,2007,9058
908,915,5007,2007-04-16 19:54:00,Tomasboij,-1,2007,9057
909,914,5004,2007-04-16 19:54:00,Matt Yohe,-199,2007,8858
910,917,5005,2007-04-16 19:54:00,Alfiboy,0,2007,8858
911,916,5003,2007-04-16 19:54:00,Dposse,3,2007,8861
912,913,5002,2007-04-16 19:54:00,Twas Now,10,2007,8871
913,918,5006,2007-04-16 19:54:00,Jarsonic,2,2007,8873
914,911,5000,2007-04-16 19:54:00,VT hawkeye,-40,2007,8833
915,910,4999,2007-04-16 19:54:00,Kizor,-55,2007,8778
916,909,4998,2007-04-16 19:54:00,Wittylama,136,2007,8914
917,908,4997,2007-04-16 19:54:00,Dposse,-5,2007,8909
918,912,5001,2007-04-16 19:54:00,Threeafterthree,-7,2007,8902
919,919,4996,2007-04-16 19:55:00,Wittylama,-1,2007,8901
920,920,4995,2007-04-16 19:55:00,Twas Now,0,2007,8901
921,921,4994,2007-04-16 19:55:00,VT hawkeye,0,2007,8901
922,922,4993,2007-04-16 19:55:00,Dposse,-267,2007,8634
923,923,4992,2007-04-16 19:55:00,Dcandeto,67,2007,8701
924,924,4991,2007-04-16 19:55:00,Greensprout,144,2007,8845
925,931,4987,2007-04-16 19:56:00,Rockpocket,-141,2007,8704
926,930,4990,2007-04-16 19:56:00,John Stattic,211,2007,8915
927,929,4989,2007-04-16 19:56:00,Alangu,-1,2007,8914
928,925,4984,2007-04-16 19:56:00,Alfiboy,1,2007,8915
929,927,4986,2007-04-16 19:56:00,Dcandeto,95,2007,9010
930,926,4985,2007-04-16 19:56:00,Matt Yohe,4,2007,9014
931,928,4988,2007-04-16 19:56:00,Alison,83,2007,9097
932,939,4981,2007-04-16 19:57:00,O^O,135,2007,9232
933,942,4978,2007-04-16 19:57:00,Moncrief,-13,2007,9219
934,941,4983,2007-04-16 19:57:00,Cmichael,19,2007,9238
935,940,4982,2007-04-16 19:57:00,Kizor,99,2007,9337
936,938,4980,2007-04-16 19:57:00,Matt Yohe,-199,2007,9138
937,936,4973,2007-04-16 19:57:00,Swatjester,244,2007,9382
938,935,4977,2007-04-16 19:57:00,Threeafterthree,-7,2007,9375
939,934,4975,2007-04-16 19:57:00,Alangu,-112,2007,9263
940,933,4974,2007-04-16 19:57:00,Dposse,-132,2007,9131
941,932,4976,2007-04-16 19:57:00,Zone46,1,2007,9132
942,937,4979,2007-04-16 19:57:00,Arichnad,33,2007,9165
943,948,4970,2007-04-16 19:58:00,Jmw0000,-124,2007,9041
944,951,4968,2007-04-16 19:58:00,B,0,2007,9041
945,950,4972,2007-04-16 19:58:00,Dposse,18,2007,9059
946,949,4971,2007-04-16 19:58:00,Donwilson,38,2007,9097
947,947,4969,2007-04-16 19:58:00,Joel22,4,2007,9101
948,946,4967,2007-04-16 19:58:00,Alangu,0,2007,9101
949,945,4966,2007-04-16 19:58:00,Dposse,-73,2007,9028
950,944,4965,2007-04-16 19:58:00,B,-16,2007,9012
951,943,4964,2007-04-16 19:58:00,Arichnad,5,2007,9017
952,952,4959,2007-04-16 19:59:00,Kizor,28,2007,9045
953,953,4960,2007-04-16 19:59:00,Jmw0000,-38,2007,9007
954,954,4963,2007-04-16 19:59:00,Donwilson,-2,2007,9005
955,955,4962,2007-04-16 19:59:00,Akubhai,0,2007,9005
956,956,4961,2007-04-16 19:59:00,Sgt Pinback,19,2007,9024
957,961,4954,2007-04-16 20:00:00,Xuxunette,13,2007,9037
958,960,4955,2007-04-16 20:00:00,72.13.141.49,3,2007,9040
959,962,4953,2007-04-16 20:00:00,Rockpocket,-10,2007,9030
960,958,4957,2007-04-16 20:00:00,Chmod007,14,2007,9044
961,957,4958,2007-04-16 20:00:00,Kizor,5,2007,9049
962,959,4956,2007-04-16 20:00:00,Rockpocket,-37,2007,9012
963,963,4946,2007-04-16 20:01:00,Tomasboij,7,2007,9019
964,964,4947,2007-04-16 20:01:00,AEMoreira042281,0,2007,9019
965,965,4948,2007-04-16 20:01:00,Alangu,96,2007,9115
966,966,4951,2007-04-16 20:01:00,Evanreyes,0,2007,9115
967,967,4950,2007-04-16 20:01:00,Raden,81,2007,9196
968,968,4952,2007-04-16 20:01:00,Jmw0000,49,2007,9245
969,969,4949,2007-04-16 20:01:00,Threeafterthree,-1,2007,9244
970,977,4938,2007-04-16 20:02:00,Rockpocket,-81,2007,9163
971,976,4939,2007-04-16 20:02:00,72.13.141.49,146,2007,9309
972,975,4940,2007-04-16 20:02:00,Dposse,76,2007,9385
973,974,4941,2007-04-16 20:02:00,Evanreyes,4,2007,9389
974,971,4944,2007-04-16 20:02:00,70.179.123.36,0,2007,9389
975,972,4943,2007-04-16 20:02:00,Evanreyes,0,2007,9389
976,970,4945,2007-04-16 20:02:00,Alangu,21,2007,9410
977,973,4942,2007-04-16 20:02:00,Gymboy689,75,2007,9485
978,984,4933,2007-04-16 20:03:00,128.172.29.36,1,2007,9486
979,987,4937,2007-04-16 20:03:00,Wl219,-21,2007,9465
980,986,4935,2007-04-16 20:03:00,Swatjester,0,2007,9465
981,988,4932,2007-04-16 20:03:00,Wl219,0,2007,9465
982,983,4936,2007-04-16 20:03:00,128.172.29.36,-45,2007,9420
983,985,4934,2007-04-16 20:03:00,Dposse,76,2007,9496
984,981,4930,2007-04-16 20:03:00,Dcandeto,-99,2007,9397
985,980,4929,2007-04-16 20:03:00,Donwilson,-8,2007,9389
986,979,4928,2007-04-16 20:03:00,Dcandeto,67,2007,9456
987,978,4927,2007-04-16 20:03:00,LaKaMa113,0,2007,9456
988,982,4931,2007-04-16 20:03:00,Donwilson,0,2007,9456
989,989,4922,2007-04-16 20:04:00,Jmw0000,6,2007,9462
990,990,4923,2007-04-16 20:04:00,Timothyarnold85,-2,2007,9460
991,991,4926,2007-04-16 20:04:00,69.183.42.173,-1,2007,9459
992,992,4925,2007-04-16 20:04:00,Gdo01,1,2007,9460
993,993,4924,2007-04-16 20:04:00,Kizor,13,2007,9473
994,1000,4915,2007-04-16 20:05:00,Natalie Erin,0,2007,9473
995,999,4916,2007-04-16 20:05:00,131.91.83.93,-20,2007,9453
996,998,4917,2007-04-16 20:05:00,Natalie Erin,-4,2007,9449
997,997,4918,2007-04-16 20:05:00,Timothyarnold85,4,2007,9453
998,995,4920,2007-04-16 20:05:00,Swatjester,117,2007,9570
999,994,4921,2007-04-16 20:05:00,Dposse,-96,2007,9474
1000,996,4919,2007-04-16 20:05:00,Kizor,50,2007,9524
1001,1001,4909,2007-04-16 20:06:00,Swatjester,0,2007,9524
1002,1002,4910,2007-04-16 20:06:00,160.129.129.163,0,2007,9524
1003,1003,4914,2007-04-16 20:06:00,70.119.182.244,-2,2007,9522
1004,1004,4912,2007-04-16 20:06:00,Tomasboij,4,2007,9526
1005,1005,4913,2007-04-16 20:06:00,Xyzzyplugh,5,2007,9531
1006,1006,4911,2007-04-16 20:06:00,Xyzzyplugh,1,2007,9532
1007,1012,4908,2007-04-16 20:07:00,Dcandeto,4,2007,9536
1008,1014,4907,2007-04-16 20:07:00,Walkiped,12,2007,9548
1009,1013,4905,2007-04-16 20:07:00,Natalie Erin,0,2007,9548
1010,1011,4906,2007-04-16 20:07:00,Penguinee,42,2007,9590
1011,1007,4901,2007-04-16 20:07:00,Reilly2950,0,2007,9590
1012,1009,4904,2007-04-16 20:07:00,AEMoreira042281,37,2007,9627
1013,1008,4902,2007-04-16 20:07:00,AEMoreira042281,-4,2007,9623
1014,1010,4903,2007-04-16 20:07:00,Tomasboij,-15,2007,9608
1015,1015,4894,2007-04-16 20:08:00,Kizor,84,2007,9692
1016,1016,4895,2007-04-16 20:08:00,Donwilson,202,2007,9894
1017,1017,4896,2007-04-16 20:08:00,O^O,-7,2007,9887
1018,1018,4900,2007-04-16 20:08:00,Dposse,10,2007,9897
1019,1019,4898,2007-04-16 20:08:00,Kizor,-84,2007,9813
1020,1020,4899,2007-04-16 20:08:00,Dcandeto,-158,2007,9655
1021,1021,4897,2007-04-16 20:08:00,Dcandeto,67,2007,9722
1022,1026,4891,2007-04-16 20:09:00,Natalie Erin,-5,2007,9717
1023,1025,4893,2007-04-16 20:09:00,Donwilson,0,2007,9717
1024,1022,4890,2007-04-16 20:09:00,AEMoreira042281,68,2007,9785
1025,1023,4889,2007-04-16 20:09:00,Natalie Erin,-1,2007,9784
1026,1024,4892,2007-04-16 20:09:00,Sccrcrzy13,21,2007,9805
1027,1027,4888,2007-04-16 20:10:00,Sixteen Left,5,2007,9810
1028,1028,4887,2007-04-16 20:10:00,Dposse,-9,2007,9801
1029,1029,4885,2007-04-16 20:10:00,Corvokarasu,33,2007,9834
1030,1030,4886,2007-04-16 20:10:00,Jmw0000,11,2007,9845
1031,1034,4881,2007-04-16 20:11:00,Kizor,-54,2007,9791
1032,1033,4882,2007-04-16 20:11:00,Jmw0000,30,2007,9821
1033,1035,4880,2007-04-16 20:11:00,Xyzzyplugh,16,2007,9837
1034,1031,4884,2007-04-16 20:11:00,Kizor,51,2007,9888
1035,1032,4883,2007-04-16 20:11:00,Ektar,-36,2007,9852
1036,1036,4875,2007-04-16 20:12:00,Swatjester,0,2007,9852
1037,1037,4874,2007-04-16 20:12:00,Dcandeto,-41,2007,9811
1038,1038,4877,2007-04-16 20:12:00,Jmw0000,67,2007,9878
1039,1039,4879,2007-04-16 20:12:00,Zehly,28,2007,9906
1040,1040,4876,2007-04-16 20:12:00,Swatjester,-4,2007,9902
1041,1041,4873,2007-04-16 20:13:00,Cinemaniac86,1,2007,9903
1042,1042,4872,2007-04-16 20:13:00,Kizor,187,2007,10090
1043,1043,4871,2007-04-16 20:13:00,CLWE,0,2007,10090
1044,1044,4870,2007-04-16 20:13:00,Threeafterthree,-22,2007,10068
1045,1045,4869,2007-04-16 20:13:00,Swatjester,0,2007,10068
1046,1054,4864,2007-04-16 20:14:00,Xyzzyplugh,-1,2007,10067
1047,1053,4868,2007-04-16 20:14:00,Kizor,-54,2007,10013
1048,1052,4867,2007-04-16 20:14:00,Penguinee,104,2007,10117
1049,1051,4866,2007-04-16 20:14:00,Jessikins,-55,2007,10062
1050,1046,4860,2007-04-16 20:14:00,Dcandeto,25,2007,10087
1051,1049,4863,2007-04-16 20:14:00,Dcandeto,0,2007,10087
1052,1048,4862,2007-04-16 20:14:00,President David Palmer,140,2007,10227
1053,1047,4861,2007-04-16 20:14:00,Lothar76,-1,2007,10226
1054,1050,4865,2007-04-16 20:14:00,SuperJ9587,43,2007,10269
1055,1062,4857,2007-04-16 20:15:00,Swatjester,0,2007,10269
1056,1064,4859,2007-04-16 20:15:00,FunPika,-14,2007,10255
1057,1065,4854,2007-04-16 20:15:00,Cinemaniac86,-1,2007,10254
1058,1063,4858,2007-04-16 20:15:00,Mac Davis,0,2007,10254
1059,1061,4856,2007-04-16 20:15:00,Penguinee,-44,2007,10210
1060,1056,4850,2007-04-16 20:15:00,Cinemaniac86,7,2007,10217
1061,1059,4853,2007-04-16 20:15:00,FunPika,8,2007,10225
1062,1055,4849,2007-04-16 20:15:00,Penguinee,-92,2007,10133
1063,1060,4855,2007-04-16 20:15:00,Emolotricity,25,2007,10158
1064,1058,4852,2007-04-16 20:15:00,Dcandeto,0,2007,10158
1065,1057,4851,2007-04-16 20:15:00,Dposse,21,2007,10179
1066,1066,4848,2007-04-16 20:16:00,Gdo01,-46,2007,10133
1067,1067,4847,2007-04-16 20:16:00,Kizor,-31,2007,10102
1068,1068,4846,2007-04-16 20:16:00,Karrmann,28,2007,10130
1069,1069,4845,2007-04-16 20:16:00,Kizor,-55,2007,10075
1070,1077,4840,2007-04-16 20:17:00,Dposse,21,2007,10096
1071,1076,4844,2007-04-16 20:17:00,Dcandeto,77,2007,10173
1072,1075,4842,2007-04-16 20:17:00,Kizor,-35,2007,10138
1073,1074,4841,2007-04-16 20:17:00,Penguinee,-43,2007,10095
1074,1072,4839,2007-04-16 20:17:00,Qrc2006,25,2007,10120
1075,1071,4838,2007-04-16 20:17:00,Yksin,48,2007,10168
1076,1073,4843,2007-04-16 20:17:00,Ektar,-44,2007,10124
1077,1070,4837,2007-04-16 20:17:00,Kizor,1,2007,10125
1078,1082,4835,2007-04-16 20:18:00,Dcandeto,95,2007,10220
1079,1084,4833,2007-04-16 20:18:00,Cinemaniac86,24,2007,10244
1080,1083,4836,2007-04-16 20:18:00,Qrc2006,0,2007,10244
1081,1081,4834,2007-04-16 20:18:00,Cerebrus13,36,2007,10280
1082,1079,4832,2007-04-16 20:18:00,Elliskev,113,2007,10393
1083,1078,4830,2007-04-16 20:18:00,Tomasboij,-17,2007,10376
1084,1080,4831,2007-04-16 20:18:00,Jmlk17,11,2007,10387
1085,1085,4829,2007-04-16 20:19:00,Threeafterthree,-22,2007,10365
1086,1086,4828,2007-04-16 20:19:00,Tomasboij,-1,2007,10364
1087,1087,4827,2007-04-16 20:19:00,Penguinee,-46,2007,10318
1088,1088,4826,2007-04-16 20:19:00,John Reaves,7,2007,10325
1089,1089,4825,2007-04-16 20:19:00,Karrmann,64,2007,10389
1090,1094,4822,2007-04-16 20:20:00,Kizor,-34,2007,10355
1091,1093,4824,2007-04-16 20:20:00,Dcandeto,-37,2007,10318
1092,1091,4821,2007-04-16 20:20:00,Kizor,0,2007,10318
1093,1090,4820,2007-04-16 20:20:00,Zone46,-1,2007,10317
1094,1092,4823,2007-04-16 20:20:00,Karrmann,0,2007,10317
1095,1095,4819,2007-04-16 20:21:00,Uthbrian,3,2007,10320
1096,1096,4818,2007-04-16 20:21:00,John Stattic,0,2007,10320
1097,1097,4817,2007-04-16 20:21:00,Akubhai,-25,2007,10295
1098,1098,4816,2007-04-16 20:21:00,Tomasboij,12,2007,10307
1099,1099,4815,2007-04-16 20:21:00,Akubhai,-1,2007,10306
1100,1103,4811,2007-04-16 20:22:00,John Reaves,-7,2007,10299
1101,1101,4813,2007-04-16 20:22:00,CLWE,0,2007,10299
1102,1100,4814,2007-04-16 20:22:00,Penguinee,-2,2007,10297
1103,1102,4812,2007-04-16 20:22:00,Threeafterthree,19,2007,10316
1104,1104,4808,2007-04-16 20:23:00,Threeafterthree,9,2007,10325
1105,1105,4809,2007-04-16 20:23:00,Penguinee,-8,2007,10317
1106,1106,4810,2007-04-16 20:23:00,Moncrief,12,2007,10329
1107,1107,4807,2007-04-16 20:24:00,Katalaveno,147,2007,10476
1108,1108,4806,2007-04-16 20:24:00,Crissida,-3,2007,10473
1109,1109,4805,2007-04-16 20:24:00,Karrmann,241,2007,10714
1110,1110,4804,2007-04-16 20:24:00,Gdo01,-4,2007,10710
1111,1111,4803,2007-04-16 20:24:00,Timothyarnold85,0,2007,10710
1112,1112,4802,2007-04-16 20:24:00,Gdo01,-19,2007,10691
1113,1116,4798,2007-04-16 20:25:00,Harthacnut,35,2007,10726
1114,1115,4799,2007-04-16 20:25:00,Timothyarnold85,1,2007,10727
1115,1113,4801,2007-04-16 20:25:00,TheOtherSiguy,-7,2007,10720
1116,1114,4800,2007-04-16 20:25:00,Abe.Froman,-241,2007,10479
1117,1117,4792,2007-04-16 20:26:00,Swatjester,-1,2007,10478
1118,1118,4793,2007-04-16 20:26:00,Kizor,94,2007,10572
1119,1119,4796,2007-04-16 20:26:00,Danlock2,-1,2007,10571
1120,1120,4795,2007-04-16 20:26:00,John Stattic,-1,2007,10570
1121,1121,4797,2007-04-16 20:26:00,AEMoreira042281,70,2007,10640
1122,1122,4794,2007-04-16 20:26:00,Penguinee,1,2007,10641
1123,1127,4787,2007-04-16 20:27:00,Dcandeto,-4,2007,10637
1124,1126,4788,2007-04-16 20:27:00,Kizor,0,2007,10637
1125,1123,4791,2007-04-16 20:27:00,Kizor,-62,2007,10575
1126,1124,4790,2007-04-16 20:27:00,Irish Pearl,51,2007,10626
1127,1125,4789,2007-04-16 20:27:00,Timothyarnold85,1,2007,10627
1128,1128,4782,2007-04-16 20:28:00,Yaf,-22,2007,10605
1129,1129,4783,2007-04-16 20:28:00,Kizor,-53,2007,10552
1130,1130,4785,2007-04-16 20:28:00,CLWE,55,2007,10607
1131,1131,4786,2007-04-16 20:28:00,Natalie Erin,-2,2007,10605
1132,1132,4784,2007-04-16 20:28:00,Jmlk17,26,2007,10631
1133,1140,4774,2007-04-16 20:29:00,AEMoreira042281,1,2007,10632
1134,1139,4775,2007-04-16 20:29:00,Alangu,35,2007,10667
1135,1138,4776,2007-04-16 20:29:00,Jmlk17,-6,2007,10661
1136,1137,4777,2007-04-16 20:29:00,Moncrief,-1,2007,10660
1137,1134,4780,2007-04-16 20:29:00,Moncrief,0,2007,10660
1138,1135,4779,2007-04-16 20:29:00,Penguinee,0,2007,10660
1139,1133,4781,2007-04-16 20:29:00,Kizor,-15,2007,10645
1140,1136,4778,2007-04-16 20:29:00,Rdfox 76,-15,2007,10630
1141,1146,4770,2007-04-16 20:30:00,Cymbalta,0,2007,10630
1142,1148,4769,2007-04-16 20:30:00,Kizor,-2,2007,10628
1143,1145,4773,2007-04-16 20:30:00,Polarscribe,1,2007,10629
1144,1147,4772,2007-04-16 20:30:00,President David Palmer,-2,2007,10627
1145,1143,4767,2007-04-16 20:30:00,Netscott,9,2007,10636
1146,1142,4766,2007-04-16 20:30:00,Kizor,14,2007,10650
1147,1141,4771,2007-04-16 20:30:00,Sccrcrzy13,112,2007,10762
1148,1144,4768,2007-04-16 20:30:00,John Reaves,0,2007,10762
1149,1149,4765,2007-04-16 20:31:00,Kizor,1,2007,10763
1150,1150,4764,2007-04-16 20:31:00,Gdo01,-51,2007,10712
1151,1159,4763,2007-04-16 20:32:00,Yksin,148,2007,10860
1152,1158,4762,2007-04-16 20:32:00,Tomasboij,1,2007,10861
1153,1157,4761,2007-04-16 20:32:00,Cymbalta,42,2007,10903
1154,1156,4760,2007-04-16 20:32:00,Dcandeto,0,2007,10903
1155,1155,4759,2007-04-16 20:32:00,Kaldari,-18,2007,10885
1156,1153,4755,2007-04-16 20:32:00,Gtg204y,-19,2007,10866
1157,1152,4757,2007-04-16 20:32:00,Dcandeto,7,2007,10873
1158,1151,4756,2007-04-16 20:32:00,Ektar,-464,2007,10409
1159,1154,4758,2007-04-16 20:32:00,Teh Suck,-6,2007,10403
1160,1160,4754,2007-04-16 20:33:00,Kizor,-19,2007,10384
1161,1161,4753,2007-04-16 20:33:00,Zshortman,58,2007,10442
1162,1162,4752,2007-04-16 20:33:00,Yksin,-432,2007,10010
1163,1163,4751,2007-04-16 20:33:00,Dcandeto,0,2007,10010
1164,1164,4750,2007-04-16 20:33:00,Kizor,1,2007,10011
1165,1169,4747,2007-04-16 20:34:00,Uthbrian,4,2007,10015
1166,1167,4748,2007-04-16 20:34:00,Xyzzyplugh,0,2007,10015
1167,1168,4749,2007-04-16 20:34:00,Penguinee,39,2007,10054
1168,1165,4746,2007-04-16 20:34:00,Bluefield,116,2007,10170
1169,1166,4745,2007-04-16 20:34:00,Deletion Quality,8,2007,10178
1170,1170,4744,2007-04-16 20:35:00,Skarioffszky,-3,2007,10175
1171,1171,4743,2007-04-16 20:35:00,Dycedarg,4,2007,10179
1172,1172,4742,2007-04-16 20:35:00,Kizor,-19,2007,10160
1173,1173,4741,2007-04-16 20:35:00,Teh Suck,52,2007,10212
1174,1174,4740,2007-04-16 20:36:00,Uthbrian,25,2007,10237
1175,1175,4739,2007-04-16 20:36:00,Elliskev,-2,2007,10235
1176,1176,4738,2007-04-16 20:36:00,Liore,329,2007,10564
1177,1177,4737,2007-04-16 20:36:00,AEMoreira042281,19,2007,10583
1178,1184,4733,2007-04-16 20:37:00,Spectheintro,-25,2007,10558
1179,1183,4735,2007-04-16 20:37:00,AEMoreira042281,-3,2007,10555
1180,1182,4736,2007-04-16 20:37:00,Ektar,45,2007,10600
1181,1180,4732,2007-04-16 20:37:00,Liore,42,2007,10642
1182,1179,4730,2007-04-16 20:37:00,Uthbrian,4,2007,10646
1183,1178,4731,2007-04-16 20:37:00,John Stattic,-245,2007,10401
1184,1181,4734,2007-04-16 20:37:00,Kizor,-69,2007,10332
1185,1185,4729,2007-04-16 20:38:00,Alkivar,1,2007,10333
1186,1186,4728,2007-04-16 20:38:00,AEMoreira042281,-96,2007,10237
1187,1187,4727,2007-04-16 20:38:00,Fvasconcellos,-5,2007,10232
1188,1188,4726,2007-04-16 20:38:00,Katalaveno,242,2007,10474
1189,1189,4725,2007-04-16 20:38:00,Natalie Erin,0,2007,10474
1190,1194,4724,2007-04-16 20:39:00,Kizor,-19,2007,10455
1191,1195,4722,2007-04-16 20:39:00,Deletion Quality,8,2007,10463
1192,1192,4721,2007-04-16 20:39:00,Skarioffszky,22,2007,10485
1193,1191,4720,2007-04-16 20:39:00,Getinthek,283,2007,10768
1194,1193,4723,2007-04-16 20:39:00,Kizor,-241,2007,10527
1195,1190,4719,2007-04-16 20:39:00,Alkivar,-7,2007,10520
1196,1196,4718,2007-04-16 20:40:00,Penguinee,-46,2007,10474
1197,1197,4717,2007-04-16 20:40:00,Totherack1021j,0,2007,10474
1198,1198,4716,2007-04-16 20:40:00,Konstantin~enwiki,4,2007,10478
1199,1199,4715,2007-04-16 20:40:00,Titoxd,-343,2007,10135
1200,1200,4714,2007-04-16 20:40:00,Getinthek,76,2007,10211
1201,1206,4712,2007-04-16 20:41:00,Ektar,51,2007,10262
1202,1205,4710,2007-04-16 20:41:00,Kizor,23,2007,10285
1203,1204,4711,2007-04-16 20:41:00,Natalie Erin,0,2007,10285
1204,1202,4709,2007-04-16 20:41:00,Elliskev,152,2007,10437
1205,1201,4708,2007-04-16 20:41:00,Penguinee,1,2007,10438
1206,1203,4713,2007-04-16 20:41:00,Gdo01,-15,2007,10423
1207,1207,4707,2007-04-16 20:42:00,Karrmann,-1,2007,10422
1208,1208,4706,2007-04-16 20:42:00,Alkivar,-5,2007,10417
1209,1209,4705,2007-04-16 20:42:00,Gdo01,-15,2007,10402
1210,1210,4704,2007-04-16 20:42:00,Ektar,0,2007,10402
1211,1211,4703,2007-04-16 20:42:00,MidnightSwinga,150,2007,10552
1212,1212,4702,2007-04-16 20:42:00,Nishkid64,-76,2007,10476
1213,1213,4701,2007-04-16 20:42:00,Katalaveno,265,2007,10741
1214,1214,4700,2007-04-16 20:42:00,Karrmann,-280,2007,10461
1215,1217,4697,2007-04-16 20:43:00,Nishkid64,107,2007,10568
